Gmt time,Open,High,Low,Close,Volume
23.02.2015 09:00:00.000,119.300,119.321,119.196,119.242,4704.5801
23.02.2015 10:00:00.000,119.245,119.260,119.066,119.130,4169.6001
23.02.2015 11:00:00.000,119.130,119.142,118.978,119.069,3487.5901
23.02.2015 12:00:00.000,119.068,119.107,119.021,119.072,3267.6899
23.02.2015 13:00:00.000,119.070,119.077,118.884,118.901,5000.9902
23.02.2015 14:00:00.000,118.899,118.993,118.813,118.931,5334.6099
23.02.2015 15:00:00.000,118.931,118.975,118.832,118.902,6077.4102
23.02.2015 16:00:00.000,118.902,118.925,118.853,118.890,4339.6699
23.02.2015 17:00:00.000,118.890,118.921,118.848,118.887,3293.8999
23.02.2015 18:00:00.000,118.885,118.956,118.861,118.953,3375.8501
23.02.2015 19:00:00.000,118.955,118.963,118.856,118.886,2521.0801
23.02.2015 20:00:00.000,118.884,118.905,118.792,118.837,2388.8601
23.02.2015 21:00:00.000,118.836,118.846,118.738,118.806,1685.24
23.02.2015 22:00:00.000,118.807,118.851,118.775,118.825,1211.5601
23.02.2015 23:00:00.000,118.826,118.943,118.826,118.914,3293.75
24.02.2015 00:00:00.000,118.914,118.957,118.874,118.900,3345.3101
24.02.2015 01:00:00.000,118.900,118.984,118.873,118.967,2844.3501
24.02.2015 02:00:00.000,118.967,119.123,118.936,119.083,4094.3701
24.02.2015 03:00:00.000,119.084,119.141,119.052,119.071,2331.0701
24.02.2015 04:00:00.000,119.073,119.108,119.044,119.071,2822.54
24.02.2015 05:00:00.000,119.072,119.122,119.012,119.116,3150.4299
24.02.2015 06:00:00.000,119.116,119.253,119.090,119.226,4203.02
24.02.2015 07:00:00.000,119.226,119.290,119.203,119.254,3356.0601
24.02.2015 08:00:00.000,119.253,119.371,119.234,119.314,5453.0698
24.02.2015 09:00:00.000,119.315,119.570,119.308,119.507,6047.48
24.02.2015 10:00:00.000,119.508,119.594,119.486,119.502,3882.78
24.02.2015 11:00:00.000,119.502,119.574,119.485,119.536,3449.0901
24.02.2015 12:00:00.000,119.535,119.542,119.433,119.450,4429.1299
24.02.2015 13:00:00.000,119.450,119.557,119.450,119.519,5343.1899
24.02.2015 14:00:00.000,119.520,119.699,119.497,119.681,6410.2002
24.02.2015 15:00:00.000,119.703,119.838,119.060,119.188,16077.9805
24.02.2015 16:00:00.000,119.189,119.248,118.969,119.129,8723.3203
24.02.2015 17:00:00.000,119.130,119.152,118.800,118.893,6738.1099
24.02.2015 18:00:00.000,118.893,118.895,118.765,118.863,4143.0601
24.02.2015 19:00:00.000,118.863,118.913,118.771,118.900,3820.8
24.02.2015 20:00:00.000,118.902,118.943,118.873,118.890,3195.3999
24.02.2015 21:00:00.000,118.889,118.994,118.858,118.964,2095.47
24.02.2015 22:00:00.000,118.964,118.996,118.920,118.970,2026.03
24.02.2015 23:00:00.000,118.971,118.977,118.866,118.869,2436.53
25.02.2015 00:00:00.000,118.869,118.883,118.646,118.666,6929.7598
25.02.2015 01:00:00.000,118.666,118.778,118.632,118.675,5603.9902
25.02.2015 02:00:00.000,118.675,118.725,118.625,118.684,3359.1201
25.02.2015 03:00:00.000,118.682,118.758,118.663,118.739,2301.46
25.02.2015 04:00:00.000,118.738,118.738,118.684,118.695,3342.97
25.02.2015 05:00:00.000,118.695,118.713,118.641,118.690,3188.95
25.02.2015 06:00:00.000,118.689,118.852,118.659,118.728,3566.8401
25.02.2015 07:00:00.000,118.728,118.876,118.661,118.826,5187.4502
25.02.2015 08:00:00.000,118.826,118.876,118.754,118.794,5032
25.02.2015 09:00:00.000,118.793,118.847,118.681,118.725,5053.46
25.02.2015 10:00:00.000,118.725,118.822,118.723,118.804,4312.8999
25.02.2015 11:00:00.000,118.804,118.862,118.766,118.812,3440.3201
25.02.2015 12:00:00.000,118.816,118.928,118.757,118.902,5952.9302
25.02.2015 13:00:00.000,118.903,118.980,118.894,118.903,5685.8398
25.02.2015 14:00:00.000,118.905,119.064,118.894,118.971,6331.5801
25.02.2015 15:00:00.000,118.972,119.008,118.806,118.847,7314.8901
25.02.2015 16:00:00.000,118.847,118.946,118.831,118.879,4165.54
25.02.2015 17:00:00.000,118.880,118.947,118.874,118.934,2885.8899
25.02.2015 18:00:00.000,118.934,118.980,118.890,118.944,3338.96
25.02.2015 19:00:00.000,118.945,118.988,118.832,118.846,3260.51
25.02.2015 20:00:00.000,118.848,118.877,118.802,118.871,2511.54
25.02.2015 21:00:00.000,118.872,118.879,118.844,118.855,1209.6
25.02.2015 22:00:00.000,118.857,118.876,118.814,118.829,2225.5901
25.02.2015 23:00:00.000,118.830,118.859,118.820,118.824,1908.8101
26.02.2015 00:00:00.000,118.823,119.090,118.822,119.076,4026.3301
26.02.2015 01:00:00.000,119.073,119.089,118.960,119.026,4714.46
26.02.2015 02:00:00.000,119.025,119.028,118.887,118.893,2651.6799
26.02.2015 03:00:00.000,118.902,118.990,118.902,118.942,3008.1799
26.02.2015 04:00:00.000,118.943,118.991,118.925,118.946,3027.28
26.02.2015 05:00:00.000,118.946,118.996,118.935,118.957,2756.6201
26.02.2015 06:00:00.000,118.956,118.989,118.924,118.925,2076.95
26.02.2015 07:00:00.000,118.924,118.969,118.802,118.826,4229.6899
26.02.2015 08:00:00.000,118.826,118.826,118.679,118.747,6699.1899
26.02.2015 09:00:00.000,118.746,118.806,118.710,118.716,4898.1499
26.02.2015 10:00:00.000,118.710,118.762,118.679,118.736,3624.7
26.02.2015 11:00:00.000,118.736,118.793,118.721,118.787,3125.04
26.02.2015 12:00:00.000,118.787,118.934,118.736,118.887,5911.7798
26.02.2015 13:00:00.000,118.886,119.191,118.740,119.126,9772.8398
26.02.2015 14:00:00.000,119.130,119.238,119.045,119.142,10742.9805
26.02.2015 15:00:00.000,119.141,119.393,119.121,119.361,8391.9199
26.02.2015 16:00:00.000,119.362,119.390,119.265,119.356,5822.98
26.02.2015 17:00:00.000,119.355,119.491,119.329,119.432,4403.2002
26.02.2015 18:00:00.000,119.432,119.470,119.404,119.454,3661.9299
26.02.2015 19:00:00.000,119.455,119.463,119.375,119.421,2970.0801
26.02.2015 20:00:00.000,119.422,119.503,119.382,119.492,3698.8701
26.02.2015 21:00:00.000,119.491,119.498,119.368,119.410,2436.21
26.02.2015 22:00:00.000,119.406,119.417,119.355,119.371,2054.9199
26.02.2015 23:00:00.000,119.372,119.414,119.354,119.382,3513.9299
27.02.2015 00:00:00.000,119.382,119.408,119.208,119.294,5482.9399
27.02.2015 01:00:00.000,119.294,119.358,119.256,119.264,4667.4502
27.02.2015 02:00:00.000,119.265,119.280,119.180,119.249,4644.6401
27.02.2015 03:00:00.000,119.250,119.285,119.201,119.280,2968.54
27.02.2015 04:00:00.000,119.279,119.286,119.114,119.137,3855.97
27.02.2015 05:00:00.000,119.139,119.196,119.125,119.180,3559.1499
27.02.2015 06:00:00.000,119.180,119.274,119.171,119.263,3470.6799
27.02.2015 07:00:00.000,119.264,119.325,119.224,119.292,3998.8601
27.02.2015 08:00:00.000,119.291,119.376,119.261,119.286,6504.4502
27.02.2015 09:00:00.000,119.288,119.411,119.277,119.407,6267.2202
27.02.2015 10:00:00.000,119.408,119.446,119.342,119.373,6195.5801
27.02.2015 11:00:00.000,119.372,119.411,119.284,119.335,4262.5
27.02.2015 12:00:00.000,119.334,119.375,119.285,119.311,5414.6099
27.02.2015 13:00:00.000,119.311,119.437,119.254,119.334,7114.02
27.02.2015 14:00:00.000,119.336,119.472,119.263,119.353,7800.6299
27.02.2015 15:00:00.000,119.352,119.544,119.327,119.528,8125.77
27.02.2015 16:00:00.000,119.530,119.742,119.518,119.720,7677.3198
27.02.2015 17:00:00.000,119.716,119.798,119.706,119.737,4084.9199
27.02.2015 18:00:00.000,119.736,119.754,119.650,119.698,3048.8799
27.02.2015 19:00:00.000,119.699,119.733,119.636,119.711,3513.04
27.02.2015 20:00:00.000,119.709,119.712,119.616,119.635,3945.04
27.02.2015 21:00:00.000,119.633,119.658,119.520,119.570,3253.02
27.02.2015 22:00:00.000,119.570,119.570,119.570,119.570,0
27.02.2015 23:00:00.000,119.570,119.570,119.570,119.570,0
28.02.2015 00:00:00.000,119.570,119.570,119.570,119.570,0
28.02.2015 01:00:00.000,119.570,119.570,119.570,119.570,0
28.02.2015 02:00:00.000,119.570,119.570,119.570,119.570,0
28.02.2015 03:00:00.000,119.570,119.570,119.570,119.570,0
28.02.2015 04:00:00.000,119.570,119.570,119.570,119.570,0
28.02.2015 05:00:00.000,119.570,119.570,119.570,119.570,0
28.02.2015 06:00:00.000,119.570,119.570,119.570,119.570,0
28.02.2015 07:00:00.000,119.570,119.570,119.570,119.570,0
28.02.2015 08:00:00.000,119.570,119.570,119.570,119.570,0
28.02.2015 09:00:00.000,119.570,119.570,119.570,119.570,0
28.02.2015 10:00:00.000,119.570,119.570,119.570,119.570,0
28.02.2015 11:00:00.000,119.570,119.570,119.570,119.570,0
28.02.2015 12:00:00.000,119.570,119.570,119.570,119.570,0
28.02.2015 13:00:00.000,119.570,119.570,119.570,119.570,0
28.02.2015 14:00:00.000,119.570,119.570,119.570,119.570,0
28.02.2015 15:00:00.000,119.570,119.570,119.570,119.570,0
28.02.2015 16:00:00.000,119.570,119.570,119.570,119.570,0
28.02.2015 17:00:00.000,119.570,119.570,119.570,119.570,0
28.02.2015 18:00:00.000,119.570,119.570,119.570,119.570,0
28.02.2015 19:00:00.000,119.570,119.570,119.570,119.570,0
28.02.2015 20:00:00.000,119.570,119.570,119.570,119.570,0
28.02.2015 21:00:00.000,119.570,119.570,119.570,119.570,0
28.02.2015 22:00:00.000,119.570,119.570,119.570,119.570,0
28.02.2015 23:00:00.000,119.570,119.570,119.570,119.570,0
01.03.2015 00:00:00.000,119.570,119.570,119.570,119.570,0
01.03.2015 01:00:00.000,119.570,119.570,119.570,119.570,0
01.03.2015 02:00:00.000,119.570,119.570,119.570,119.570,0
01.03.2015 03:00:00.000,119.570,119.570,119.570,119.570,0
01.03.2015 04:00:00.000,119.570,119.570,119.570,119.570,0
01.03.2015 05:00:00.000,119.570,119.570,119.570,119.570,0
01.03.2015 06:00:00.000,119.570,119.570,119.570,119.570,0
01.03.2015 07:00:00.000,119.570,119.570,119.570,119.570,0
01.03.2015 08:00:00.000,119.570,119.570,119.570,119.570,0
01.03.2015 09:00:00.000,119.570,119.570,119.570,119.570,0
01.03.2015 10:00:00.000,119.570,119.570,119.570,119.570,0
01.03.2015 11:00:00.000,119.570,119.570,119.570,119.570,0
01.03.2015 12:00:00.000,119.570,119.570,119.570,119.570,0
01.03.2015 13:00:00.000,119.570,119.570,119.570,119.570,0
01.03.2015 14:00:00.000,119.570,119.570,119.570,119.570,0
01.03.2015 15:00:00.000,119.570,119.570,119.570,119.570,0
01.03.2015 16:00:00.000,119.570,119.570,119.570,119.570,0
01.03.2015 17:00:00.000,119.570,119.570,119.570,119.570,0
01.03.2015 18:00:00.000,119.570,119.570,119.570,119.570,0
01.03.2015 19:00:00.000,119.570,119.570,119.570,119.570,0
01.03.2015 20:00:00.000,119.570,119.570,119.570,119.570,0
01.03.2015 21:00:00.000,119.570,119.570,119.570,119.570,0
01.03.2015 22:00:00.000,119.701,119.748,119.630,119.688,3517.74
01.03.2015 23:00:00.000,119.686,119.852,119.684,119.831,2959.3401
02.03.2015 00:00:00.000,119.831,119.954,119.816,119.858,5158.7598
02.03.2015 01:00:00.000,119.858,119.886,119.778,119.798,3623.27
02.03.2015 02:00:00.000,119.797,119.891,119.780,119.866,2793.98
02.03.2015 03:00:00.000,119.868,119.896,119.831,119.858,2496.55
02.03.2015 04:00:00.000,119.858,119.878,119.838,119.875,2418.28
02.03.2015 05:00:00.000,119.877,119.892,119.756,119.806,2532.4199
02.03.2015 06:00:00.000,119.804,119.835,119.775,119.814,2239.1001
02.03.2015 07:00:00.000,119.812,119.908,119.740,119.847,4379.3999
02.03.2015 08:00:00.000,119.847,119.965,119.782,119.937,6683.6699
02.03.2015 09:00:00.000,119.937,119.959,119.843,119.862,5387.6802
02.03.2015 10:00:00.000,119.861,119.877,119.782,119.831,4540.46
02.03.2015 11:00:00.000,119.831,119.831,119.708,119.786,3829.8301
02.03.2015 12:00:00.000,119.786,119.806,119.663,119.778,4680.6299
02.03.2015 13:00:00.000,119.778,119.868,119.713,119.782,5924.8599
02.03.2015 14:00:00.000,119.782,119.810,119.705,119.772,5491.3599
02.03.2015 15:00:00.000,119.787,120.148,119.760,120.121,8760.5303
02.03.2015 16:00:00.000,120.122,120.159,120.042,120.069,5199.25
02.03.2015 17:00:00.000,120.070,120.144,120.053,120.141,2980.97
02.03.2015 18:00:00.000,120.142,120.149,120.053,120.057,1917.95
02.03.2015 19:00:00.000,120.057,120.165,120.042,120.164,2077.6699
02.03.2015 20:00:00.000,120.164,120.189,120.102,120.155,2192.51
02.03.2015 21:00:00.000,120.155,120.189,120.118,120.118,1562.53
02.03.2015 22:00:00.000,120.117,120.190,120.116,120.189,1966.99
02.03.2015 23:00:00.000,120.189,120.264,120.139,120.211,3866.9399
03.03.2015 00:00:00.000,120.211,120.211,120.049,120.064,4606.1602
03.03.2015 01:00:00.000,120.063,120.083,119.898,119.916,5497.3501
03.03.2015 02:00:00.000,119.915,119.964,119.630,119.680,6643.2202
03.03.2015 03:00:00.000,119.681,119.805,119.589,119.753,5471.8301
03.03.2015 04:00:00.000,119.752,119.752,119.583,119.681,4530.0898
03.03.2015 05:00:00.000,119.682,119.756,119.600,119.622,3935.1299
03.03.2015 06:00:00.000,119.624,119.714,119.566,119.677,3696.51
03.03.2015 07:00:00.000,119.678,119.743,119.604,119.743,4042.29
03.03.2015 08:00:00.000,119.744,119.855,119.697,119.700,6509.6001
03.03.2015 09:00:00.000,119.700,119.824,119.700,119.774,3959.8201
03.03.2015 10:00:00.000,119.773,119.853,119.712,119.832,4993.0298
03.03.2015 11:00:00.000,119.833,119.909,119.805,119.883,4772.6099
03.03.2015 12:00:00.000,119.882,119.903,119.765,119.774,4465.29
03.03.2015 13:00:00.000,119.773,119.807,119.667,119.730,6226.5801
03.03.2015 14:00:00.000,119.730,119.742,119.391,119.430,8136.4399
03.03.2015 15:00:00.000,119.430,119.631,119.410,119.579,7441.6499
03.03.2015 16:00:00.000,119.579,119.587,119.409,119.476,6867.6099
03.03.2015 17:00:00.000,119.475,119.621,119.379,119.575,5492.6099
03.03.2015 18:00:00.000,119.577,119.592,119.525,119.562,2607.6001
03.03.2015 19:00:00.000,119.562,119.700,119.561,119.690,3560.0801
03.03.2015 20:00:00.000,119.690,119.747,119.675,119.690,2520.3501
03.03.2015 21:00:00.000,119.692,119.752,119.684,119.720,1961.54
03.03.2015 22:00:00.000,119.719,119.750,119.652,119.674,1788.14
03.03.2015 23:00:00.000,119.673,119.704,119.616,119.633,3257.96
04.03.2015 00:00:00.000,119.632,119.684,119.496,119.524,4694.29
04.03.2015 01:00:00.000,119.523,119.589,119.495,119.563,3984.4399
04.03.2015 02:00:00.000,119.562,119.631,119.539,119.606,2552.5901
04.03.2015 03:00:00.000,119.605,119.661,119.577,119.643,2102.77
04.03.2015 04:00:00.000,119.644,119.781,119.629,119.760,2772.1799
04.03.2015 05:00:00.000,119.760,119.773,119.644,119.667,2509.3201
04.03.2015 06:00:00.000,119.665,119.824,119.621,119.786,3445.8899
04.03.2015 07:00:00.000,119.787,119.793,119.670,119.674,4603.2402
04.03.2015 08:00:00.000,119.672,119.774,119.614,119.639,7503.9502
04.03.2015 09:00:00.000,119.638,119.654,119.509,119.586,6859.4399
04.03.2015 10:00:00.000,119.586,119.647,119.560,119.637,4842.6602
04.03.2015 11:00:00.000,119.637,119.682,119.616,119.624,4036.3
04.03.2015 12:00:00.000,119.623,119.625,119.533,119.605,4686.9199
04.03.2015 13:00:00.000,119.605,119.707,119.469,119.516,7772.9399
04.03.2015 14:00:00.000,119.517,119.689,119.492,119.655,7893.0898
04.03.2015 15:00:00.000,119.674,119.762,119.630,119.652,10295.7803
04.03.2015 16:00:00.000,119.652,119.793,119.637,119.764,5849.5801
04.03.2015 17:00:00.000,119.765,119.799,119.705,119.765,4302.5098
04.03.2015 18:00:00.000,119.766,119.783,119.701,119.701,3650.8799
04.03.2015 19:00:00.000,119.701,119.754,119.648,119.729,3589.4099
04.03.2015 20:00:00.000,119.728,119.756,119.694,119.712,2538.4199
04.03.2015 21:00:00.000,119.707,119.725,119.653,119.653,1517.8199
04.03.2015 22:00:00.000,119.664,119.742,119.651,119.712,1966.3199
04.03.2015 23:00:00.000,119.711,119.716,119.638,119.644,2076.76
05.03.2015 00:00:00.000,119.643,119.807,119.628,119.772,4871.0801
05.03.2015 01:00:00.000,119.773,119.854,119.731,119.817,4096.1099
05.03.2015 02:00:00.000,119.819,119.826,119.753,119.821,2517.6001
05.03.2015 03:00:00.000,119.821,119.821,119.769,119.809,2117.3799
05.03.2015 04:00:00.000,119.811,119.898,119.792,119.882,2774.3101
05.03.2015 05:00:00.000,119.884,119.906,119.807,119.831,3004.3601
05.03.2015 06:00:00.000,119.832,119.903,119.803,119.811,3735.5901
05.03.2015 07:00:00.000,119.813,119.849,119.767,119.805,4321.6201
05.03.2015 08:00:00.000,119.805,119.855,119.763,119.834,5430.0898
05.03.2015 09:00:00.000,119.833,120.009,119.822,119.954,5617.5698
05.03.2015 10:00:00.000,119.954,120.191,119.950,120.171,5582.21
05.03.2015 11:00:00.000,120.171,120.189,120.122,120.166,4151.7202
05.03.2015 12:00:00.000,120.169,120.209,120.139,120.179,4960.77
05.03.2015 13:00:00.000,120.180,120.394,120.157,120.243,10127.4805
05.03.2015 14:00:00.000,120.242,120.247,119.961,120.052,9778.4004
05.03.2015 15:00:00.000,120.054,120.194,120.017,120.156,7391.7998
05.03.2015 16:00:00.000,120.158,120.253,120.155,120.225,6227.6201
05.03.2015 17:00:00.000,120.224,120.268,120.126,120.135,5086.79
05.03.2015 18:00:00.000,120.135,120.218,120.115,120.152,2910.6101
05.03.2015 19:00:00.000,120.151,120.167,120.082,120.164,2512.4299
05.03.2015 20:00:00.000,120.159,120.184,120.126,120.146,3042.6299
05.03.2015 21:00:00.000,120.147,120.167,120.118,120.123,1796.5
05.03.2015 22:00:00.000,120.126,120.167,120.074,120.074,1448.0601
05.03.2015 23:00:00.000,120.074,120.145,120.049,120.059,2592.6299
06.03.2015 00:00:00.000,120.059,120.196,120.037,120.063,5037.7598
06.03.2015 01:00:00.000,120.062,120.101,119.930,120.010,5541.5698
06.03.2015 02:00:00.000,120.009,120.040,119.967,120.002,3417.95
06.03.2015 03:00:00.000,120.002,120.082,119.990,120.021,2407.49
06.03.2015 04:00:00.000,120.021,120.022,119.945,119.994,2158.6299
06.03.2015 05:00:00.000,119.993,120.060,119.989,120.011,2280.6599
06.03.2015 06:00:00.000,120.011,120.113,120.006,120.065,2723.48
06.03.2015 07:00:00.000,120.065,120.141,120.051,120.106,4871.6499
06.03.2015 08:00:00.000,120.107,120.192,120.071,120.084,5570.71
06.03.2015 09:00:00.000,120.086,120.142,120.034,120.046,4877.3999
06.03.2015 10:00:00.000,120.048,120.087,120.010,120.075,3276.28
06.03.2015 11:00:00.000,120.075,120.092,120.011,120.054,4230.96
06.03.2015 12:00:00.000,120.053,120.062,119.937,119.950,5339.9199
06.03.2015 13:00:00.000,119.948,120.923,119.897,120.765,12378.8398
06.03.2015 14:00:00.000,120.765,121.107,120.753,121.082,11299.6904
06.03.2015 15:00:00.000,121.085,121.280,121.024,121.155,9953.4697
06.03.2015 16:00:00.000,121.157,121.169,120.844,120.935,8117.9199
06.03.2015 17:00:00.000,120.932,120.982,120.891,120.924,4868.7798
06.03.2015 18:00:00.000,120.926,120.935,120.667,120.724,4799.3398
06.03.2015 19:00:00.000,120.723,120.760,120.614,120.692,3468.3201
06.03.2015 20:00:00.000,120.689,120.772,120.674,120.686,3806.1799
06.03.2015 21:00:00.000,120.685,120.837,120.655,120.827,2306.6001
06.03.2015 22:00:00.000,120.827,120.827,120.827,120.827,0
06.03.2015 23:00:00.000,120.827,120.827,120.827,120.827,0
07.03.2015 00:00:00.000,120.827,120.827,120.827,120.827,0
07.03.2015 01:00:00.000,120.827,120.827,120.827,120.827,0
07.03.2015 02:00:00.000,120.827,120.827,120.827,120.827,0
07.03.2015 03:00:00.000,120.827,120.827,120.827,120.827,0
07.03.2015 04:00:00.000,120.827,120.827,120.827,120.827,0
07.03.2015 05:00:00.000,120.827,120.827,120.827,120.827,0
07.03.2015 06:00:00.000,120.827,120.827,120.827,120.827,0
07.03.2015 07:00:00.000,120.827,120.827,120.827,120.827,0
07.03.2015 08:00:00.000,120.827,120.827,120.827,120.827,0
07.03.2015 09:00:00.000,120.827,120.827,120.827,120.827,0
07.03.2015 10:00:00.000,120.827,120.827,120.827,120.827,0
07.03.2015 11:00:00.000,120.827,120.827,120.827,120.827,0
07.03.2015 12:00:00.000,120.827,120.827,120.827,120.827,0
07.03.2015 13:00:00.000,120.827,120.827,120.827,120.827,0
07.03.2015 14:00:00.000,120.827,120.827,120.827,120.827,0
07.03.2015 15:00:00.000,120.827,120.827,120.827,120.827,0
07.03.2015 16:00:00.000,120.827,120.827,120.827,120.827,0
07.03.2015 17:00:00.000,120.827,120.827,120.827,120.827,0
07.03.2015 18:00:00.000,120.827,120.827,120.827,120.827,0
07.03.2015 19:00:00.000,120.827,120.827,120.827,120.827,0
07.03.2015 20:00:00.000,120.827,120.827,120.827,120.827,0
07.03.2015 21:00:00.000,120.827,120.827,120.827,120.827,0
07.03.2015 22:00:00.000,120.827,120.827,120.827,120.827,0
07.03.2015 23:00:00.000,120.827,120.827,120.827,120.827,0
08.03.2015 00:00:00.000,120.827,120.827,120.827,120.827,0
08.03.2015 01:00:00.000,120.827,120.827,120.827,120.827,0
08.03.2015 02:00:00.000,120.827,120.827,120.827,120.827,0
08.03.2015 03:00:00.000,120.827,120.827,120.827,120.827,0
08.03.2015 04:00:00.000,120.827,120.827,120.827,120.827,0
08.03.2015 05:00:00.000,120.827,120.827,120.827,120.827,0
08.03.2015 06:00:00.000,120.827,120.827,120.827,120.827,0
08.03.2015 07:00:00.000,120.827,120.827,120.827,120.827,0
08.03.2015 08:00:00.000,120.827,120.827,120.827,120.827,0
08.03.2015 09:00:00.000,120.827,120.827,120.827,120.827,0
08.03.2015 10:00:00.000,120.827,120.827,120.827,120.827,0
08.03.2015 11:00:00.000,120.827,120.827,120.827,120.827,0
08.03.2015 12:00:00.000,120.827,120.827,120.827,120.827,0
08.03.2015 13:00:00.000,120.827,120.827,120.827,120.827,0
08.03.2015 14:00:00.000,120.827,120.827,120.827,120.827,0
08.03.2015 15:00:00.000,120.827,120.827,120.827,120.827,0
08.03.2015 16:00:00.000,120.827,120.827,120.827,120.827,0
08.03.2015 17:00:00.000,120.827,120.827,120.827,120.827,0
08.03.2015 18:00:00.000,120.827,120.827,120.827,120.827,0
08.03.2015 19:00:00.000,120.827,120.827,120.827,120.827,0
08.03.2015 20:00:00.000,120.827,120.827,120.827,120.827,0
08.03.2015 21:00:00.000,120.827,120.859,120.712,120.805,1176.86
08.03.2015 22:00:00.000,120.808,120.871,120.696,120.698,2546.04
08.03.2015 23:00:00.000,120.699,120.773,120.691,120.742,2197.95
09.03.2015 00:00:00.000,120.742,120.770,120.612,120.767,4851.6499
09.03.2015 01:00:00.000,120.767,120.831,120.735,120.754,4339.4902
09.03.2015 02:00:00.000,120.756,120.926,120.750,120.890,3727.77
09.03.2015 03:00:00.000,120.891,121.133,120.888,121.077,4139.6899
09.03.2015 04:00:00.000,121.075,121.085,120.939,120.946,2806.55
09.03.2015 05:00:00.000,120.946,121.071,120.945,121.030,3298.6101
09.03.2015 06:00:00.000,121.031,121.059,120.943,120.943,3207.4199
09.03.2015 07:00:00.000,120.943,120.951,120.816,120.879,4521.3999
09.03.2015 08:00:00.000,120.880,120.882,120.722,120.737,6832.5
09.03.2015 09:00:00.000,120.736,120.874,120.656,120.769,6478.4302
09.03.2015 10:00:00.000,120.769,120.893,120.723,120.887,5232.4399
09.03.2015 11:00:00.000,120.886,121.049,120.863,121.042,6219.0801
09.03.2015 12:00:00.000,121.042,121.067,120.911,120.912,6495.6699
09.03.2015 13:00:00.000,120.912,120.951,120.856,120.940,6992.9199
09.03.2015 14:00:00.000,120.940,121.062,120.896,121.061,7399.6201
09.03.2015 15:00:00.000,121.060,121.254,120.996,121.175,8155.5898
09.03.2015 16:00:00.000,121.176,121.384,121.173,121.380,5307.7202
09.03.2015 17:00:00.000,121.378,121.412,121.306,121.314,4540.02
09.03.2015 18:00:00.000,121.313,121.317,121.176,121.181,2619.6499
09.03.2015 19:00:00.000,121.183,121.234,121.125,121.129,2869.0601
09.03.2015 20:00:00.000,121.130,121.169,121.117,121.146,2239.72
09.03.2015 21:00:00.000,121.145,121.225,121.140,121.199,2722.23
09.03.2015 22:00:00.000,121.200,121.297,121.180,121.252,2622.48
09.03.2015 23:00:00.000,121.253,121.616,121.253,121.427,6546.1201
10.03.2015 00:00:00.000,121.426,121.548,121.409,121.410,5525.3398
10.03.2015 01:00:00.000,121.410,121.740,121.403,121.699,6207.5298
10.03.2015 02:00:00.000,121.698,121.757,121.633,121.676,4551.0098
10.03.2015 03:00:00.000,121.675,122.025,121.648,121.802,7645.6699
10.03.2015 04:00:00.000,121.805,121.900,121.667,121.678,5366.6401
10.03.2015 05:00:00.000,121.679,121.796,121.651,121.792,4691.48
10.03.2015 06:00:00.000,121.792,121.872,121.709,121.726,4674.6299
10.03.2015 07:00:00.000,121.725,121.844,121.669,121.793,6391.0801
